color;director_name;num_critic_for_reviews;duration;director_facebook_likes;actor_3_facebook_likes;actor_2_name;actor_1_facebook_likes;gross;genres;actor_1_name;movie_title;num_voted_users;cast_total_facebook_likes;actor_3_name;facenumber_in_poster;plot_keywords;movie_imdb_link;num_user_for_reviews;language;country;content_rating;budget;title_year;actor_2_facebook_likes;imdb_score_orig;aspect_ratio;movie_facebook_likes;Title;Year;content_rating_omdb;Released;Runtime;Genre;Director;Writer;Actors;Plot;Language;Country;Awards;Poster;Ratings;Metascore;imdbRating;imdbVotes;imdbID;Type;DVD;BoxOffice;Production;Website;Response;totalSeasons;Season;Episode;seriesID;Source_Currency
Color;John Moore;412.0;101.0;212.0;476.0;Cole Hauser;476.0;67344392.0;Action|Thriller;Bruce Willis;A Good Day to Die Hard ;165618.0;15481.0;Megalyn Echikunwoke;2.0;bomb|cia|courthouse|escape|russian;http://www.imdb.com/title/tt1606378/?ref_=fn_tt_tt_1;503.0;English;USA;R;92000000.0;2013;787.0;5.3;1.85;66000.0;A Good Day to Die Hard;2013;R;14/02/2013;98 min;Action, Thriller;John Moore;Skip Woods, Roderick Thorp;Bruce Willis, Jai Courtney, Sebastian Koch;john mcclane travels to russia to help out his seemingly wayward son, jack, only to discover that jack is a cia operative working undercover, causing the father and son to team up against underworld forces.;English;United States, United Kingdom, Hungary;5 wins & 8 nominations total;https://m.media-amazon.com/images/M/MV5BMTcwNzgyNzUzOV5BMl5BanBnXkFtZTcwMzAwOTA5OA@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '28/100'}];28.0;5.2;221035;tt1606378;movie;;67349198.0;;;True;;;;;
Color;Brian Helgeland;167.0;144.0;241.0;996.0;Rufus Sewell;996.0;56083966.0;Action|Adventure|Romance;Heath Ledger;A Knight's Tale ;137003.0;18761.0;Bérénice Bejo;1.0;chaucer|jousting|knight|medieval times|tournament;http://www.imdb.com/title/tt0183790/?ref_=fn_tt_tt_1;658.0;English;USA;PG-13;65000000.0;2001;3000.0;6.9;2.35;0.0;A Knight's Tale;2001;PG-13;11/05/2001;132 min;Action, Adventure, Drama;Brian Helgeland;Brian Helgeland;Heath Ledger, Mark Addy, Rufus Sewell;after his master dies, a peasant squire, fueled by his desire for food and glory, creates a new identity for himself as a knight.;English, French, Latin;United States;4 wins & 13 nominations total;https://m.media-amazon.com/images/M/MV5BMTE5OTE4OTE2Nl5BMl5BanBnXkFtZTYwMDkzMTQ3._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '56/100'}];56.0;7.0;213272;tt0183790;movie;;56569702.0;;;True;;;;;
 Black and White;Penny Marshall;41.0;128.0;545.0;251.0;Lori Petty;251.0;107458785.0;Comedy|Drama|Sport;Tom Hanks;A League of Their Own ;71754.0;16751.0;Rosie O'Donnell;3.0;baseball|friend|oregon|rivalry|softball;http://www.imdb.com/title/tt0104694/?ref_=fn_tt_tt_1;166.0;English;USA;PG;40000000.0;1992;923.0;7.2;2.35;0.0;A League of Their Own;1992;PG;01/07/1992;128 min;Comedy, Drama, Sport;Penny Marshall;Kim Wilson, Kelly Candaele, Lowell Ganz;Tom Hanks, Geena Davis, Lori Petty;during world war ii, sisters dottie and kit join the first female professional baseball league and struggle to help it succeed amid their own growing rivalry.;English;United States;6 wins & 13 nominations total;https://m.media-amazon.com/images/M/MV5BMDgwZDJjNWQtMzBmNi00ZTNkLTk5NGQtMzE2ODJkZjUyYjRhXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '69/100'}];69.0;7.4;127346;tt0104694;movie;;107533928.0;;;True;;;;;
 Black and White;Jean-Luc Godard;36.0;94.0;0.0;5.0;Macha Méril;5.0;25373487.0;Drama;Philippe Leroy;A Married Woman;1962.0;27.0;Rita Maiden;0.0;acting|actor|face slap|fashion|magazine;http://www.imdb.com/title/tt0058701/?ref_=fn_tt_tt_1;10.0;French;France;Inconnu;120000.0;1964;7.0;7.1;1.37;220.0;Une Femme Mariée;1971;0;04/12/1964;94 min;Documentary, Short;Chantal Akerman;Jean-Luc Godard;Bernard Noël, Macha Méril, Philippe Leroy;A superifical woman finds conflict choosing between her abusive husband and her vain lover.;French;France;2 nominations total;https://m.media-amazon.com/images/M/MV5BMjVkNWMyYTMtNzg2Ny00ZTU0LWFmNjktNGExYmI1MTgxODRhXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}];0;6.7;4504;tt0058701;movie;;0;;;;;;;;FRF
Color;Peter Hyams;113.0;102.0;0.0;212.0;Catherine McCormack;212.0;1891821.0;Action|Adventure|Horror|Sci-Fi|Thriller;David Oyelowo;A Sound of Thunder ;16474.0;1890.0;Jemima Rooper;0.0;butterfly|hunter|time|time travel|wave;http://www.imdb.com/title/tt0318081/?ref_=fn_tt_tt_1;301.0;English;UK;PG-13;52000000.0;2005;307.0;4.2;2.35;785.0;A Sound of Thunder;2005;PG-13;02/09/2005;110 min;Action, Adventure, Horror;Peter Hyams;Ray Bradbury, Thomas Dean Donnelly, Joshua Oppenheimer;Edward Burns, Ben Kingsley, Catherine McCormack;a single mistake in the past, by a time travel company in the future, has devastating and unforeseen consequences.;English, Mandarin;Czech Republic, United Kingdom, Germany, United States;4 nominations total;https://m.media-amazon.com/images/M/MV5BZGUzZmZjYzctNzIzYy00ZmQ1LWIyODQtZTA0OTc4YTEzNDVlXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '6%'}, {'Source': 'Metacritic', 'Value': '24/100'}];24.0;4.2;21028;tt0318081;movie;;1900451.0;;;True;;;;;
Color;Joel Schumacher;71.0;149.0;541.0;1000.0;Matthew McConaughey;1000.0;108706165.0;Crime|Drama|Thriller;Kevin Spacey;A Time to Kill ;99558.0;31349.0;Oliver Platt;3.0;african american|court|law|mississippi|trial;http://www.imdb.com/title/tt0117913/?ref_=fn_tt_tt_1;236.0;English;USA;R;40000000.0;1996;11000.0;7.4;2.35;0.0;A Time to Kill;1996;R;24/07/1996;149 min;Crime, Drama, Thriller;Joel Schumacher;John Grisham, Akiva Goldsman;Matthew McConaughey, Sandra Bullock, Samuel L. Jackson;a young mississippi lawyer defends a black man who killed the two white men that raped his preteen daughter.;English;United States;7 wins & 12 nominations total;https://m.media-amazon.com/images/M/MV5BYmNiYzY1N2ItZDZiNC00ZGMyLWJlZjktZDE1MDI3NDBlYjE5XkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '53/100'}];53.0;7.5;192181;tt0117913;movie;;108766007.0;;;True;;;;;
Color;Jean-Pierre Jeunet;186.0;133.0;0.0;46.0;André Dussollier;46.0;6167817.0;Drama|Mystery|Romance|War;Denis Lavant;A Very Long Engagement ;62607.0;405.0;Albert Dupontel;1.0;court martial|death|girl|no man's land|soldier;http://www.imdb.com/title/tt0344510/?ref_=fn_tt_tt_1;239.0;French;France;R;47000000.0;2004;52.0;7.7;2.35;0.0;A Very Long Engagement;2004;R;14/01/2005;133 min;Drama, Mystery, Romance;Jean-Pierre Jeunet;Sébastien Japrisot, Jean-Pierre Jeunet, Guillaume Laurant;Audrey Tautou, Gaspard Ulliel, Jodie Foster;tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the somme during world war one.;French, German, Corsican;France, United States;Nominated for 2 Oscars. 17 wins & 35 nominations total;https://m.media-amazon.com/images/M/MV5BYTY3MmY3ODktZWJmNy00NTQ3LWIzNzYtNGNhZmQ5YjI2NGRjXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '76/100'}];76.0;7.6;76493;tt0344510;movie;;6524389.0;;;True;;;;;
Color;Steven Spielberg;281.0;146.0;14000.0;681.0;William Hurt;681.0;78616689.0;Adventure|Drama|Sci-Fi;Haley Joel Osment;A.I. Artificial Intelligence ;238747.0;6217.0;Kevin Sussman;0.0;affection|boy|fairy|future|robot;http://www.imdb.com/title/tt0212720/?ref_=fn_tt_tt_1;2153.0;English;USA;PG-13;100000000.0;2001;882.0;7.1;1.85;11000.0;A.I. Artificial Intelligence;2001;PG-13;29/06/2001;146 min;Adventure, Drama, Sci-Fi;Steven Spielberg;Brian Aldiss, Ian Watson, Steven Spielberg;Haley Joel Osment, Jude Law, Frances O'Connor;"a highly advanced robotic boy longs to become ""real"" so that he can regain the love of his human mother.";English;United States, United Kingdom;Nominated for 2 Oscars. 18 wins & 71 nominations total;https://m.media-amazon.com/images/M/MV5BODA1YjhhZDctM2Y1ZS00ODkyLWFmMTAtZGY5YWEzNzRjYzA1XkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '65/100'}];65.0;7.2;333739;tt0212720;movie;;78616689.0;;;True;;;;;
Color;Karyn Kusama;178.0;93.0;45.0;352.0;Sophie Okonedo;352.0;25857987.0;Action|Sci-Fi;Charlize Theron;Æon Flux ;110614.0;10185.0;Paterson Joseph;0.0;based on cult favorite|disease|female hero|female protagonist|future;http://www.imdb.com/title/tt0402022/?ref_=fn_tt_tt_1;532.0;English;USA;PG-13;62000000.0;2005;460.0;5.5;2.35;0.0;Æon Flux;2005;PG-13;02/12/2005;93 min;Action, Adventure, Sci-Fi;Karyn Kusama;Phil Hay, Matt Manfredi, Peter Chung;Charlize Theron, Frances McDormand, Sophie Okonedo;æon flux is a mysterious assassin working for the monicans, a group of rebels trying to overthrow the government. when she is sent on a mission to kill the chairman, a whole new mystery is found.;English;Italy, Germany, Brazil, United States;5 nominations total;https://m.media-amazon.com/images/M/MV5BMTc2Mzg0NjA2N15BMl5BanBnXkFtZTcwOTc5NjQzMw@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '36/100'}];36.0;5.4;135849;tt0402022;movie;;25874337.0;;;True;;;;;
Color;Timur Bekmambetov;393.0;105.0;335.0;911.0;Dominic Cooper;911.0;37516013.0;Action|Fantasy|Horror;Rufus Sewell;Abraham Lincoln: Vampire Hunter ;128629.0;8281.0;Benjamin Walker;0.0;chopping down a tree|hanging upside down|shopkeeper|vampire|vampire hunter;http://www.imdb.com/title/tt1611224/?ref_=fn_tt_tt_1;348.0;English;USA;R;69000000.0;2012;3000.0;5.9;2.35;98000.0;Abraham Lincoln: Vampire Hunter;2012;R;22/06/2012;105 min;Action, Fantasy, Horror;Timur Bekmambetov;Seth Grahame-Smith;Benjamin Walker, Rufus Sewell, Dominic Cooper;abraham lincoln, the 16th president of the united states, discovers vampires are planning to take over the united states. he makes it his mission to eliminate them.;English;United States, Russia;1 nomination total;https://m.media-amazon.com/images/M/MV5BNjY2Mzc0MDA4NV5BMl5BanBnXkFtZTcwOTg5OTcxNw@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '42/100'}];42.0;5.9;166383;tt1611224;movie;;37519139.0;;;True;;;;;
Color;Clint Eastwood;76.0;121.0;16000.0;826.0;Mark Margolis;826.0;50007168.0;Action|Crime|Drama|Thriller;Clint Eastwood;Absolute Power ;39529.0;19139.0;Scott Glenn;0.0;death|death of wife|murder|thief|violence;http://www.imdb.com/title/tt0118548/?ref_=fn_tt_tt_1;142.0;English;USA;R;50000000.0;1997;1000.0;6.7;2.35;1000.0;Absolute Power;1997;R;14/02/1997;121 min;Action, Crime, Drama;Clint Eastwood;David Baldacci, William Goldman;Clint Eastwood, Gene Hackman, Ed Harris;career thief luther whitney (clint eastwood) witnesses a horrific crime involving u.s. president alan richmond (gene hackman).;English, Spanish;United States;1 nomination total;https://m.media-amazon.com/images/M/MV5BMTZkNzU2YmItNmVmMC00OTM2LTg2YTEtOTk0MWRlNWY3NDIxXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '52/100'}];52.0;6.7;62860;tt0118548;movie;;50068310.0;;;True;;;;;
Color;Julie Taymor;156.0;133.0;278.0;107.0;T.V. Carpio;107.0;24343673.0;Drama|Fantasy|Musical|Romance;Jim Sturgess;Across the Universe ;91860.0;5405.0;Robert Clohessy;0.0;anti war|liverpool|love|protest|song;http://www.imdb.com/title/tt0445922/?ref_=fn_tt_tt_1;524.0;English;USA;PG-13;45000000.0;2007;117.0;7.4;2.35;14000.0;Across the Universe;2007;PG-13;12/10/2007;133 min;Drama, Fantasy, History;Julie Taymor;Dick Clement, Ian La Frenais, Julie Taymor;Evan Rachel Wood, Jim Sturgess, Joe Anderson;the music of the beatles, new york in the 1960s, and the american youth's actions to protest the vietnam war, form the backdrop for the romance between an upper-class american girl and a poor liverpudlian artist.;English;United Kingdom, United States;Nominated for 1 Oscar. 2 wins & 18 nominations total;https://m.media-amazon.com/images/M/MV5BYTEyZTAyMjAtYjAwMi00YTkzLWE0MTAtYzZiNjY5YTcyMzlhXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '56/100'}];56.0;7.3;116796;tt0445922;movie;;24602291.0;;;True;;;;;
Color;M. Night Shyamalan;349.0;100.0;0.0;894.0;Zoë Kravitz;894.0;60522097.0;Action|Adventure|Sci-Fi;Will Smith;After Earth ;158720.0;14168.0;Glenn Morshower;0.0;box office flop|father son team|fear|race against time|real life father and son playing father and son;http://www.imdb.com/title/tt1815862/?ref_=fn_tt_tt_1;744.0;English;USA;PG-13;130000000.0;2013;943.0;4.9;2.35;37000.0;After Earth;2013;PG-13;31/05/2013;100 min;Action, Adventure, Drama;M. Night Shyamalan;Gary Whitta, M. Night Shyamalan, Will Smith;Jaden Smith, David Denman, Will Smith;a crash landing leaves kitai raige and his father cypher stranded on earth, a millennium after events forced humanity's escape. with cypher injured, kitai must embark on a perilous journey to signal for help.;English;United States;3 wins & 8 nominations total;https://m.media-amazon.com/images/M/MV5BMTY3MzQyMjkwMl5BMl5BanBnXkFtZTcwMDk2OTE0OQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '33/100'}];33.0;4.8;214487;tt1815862;movie;;60522097.0;;;True;;;;;
Color;Brett Ratner;117.0;97.0;420.0;455.0;Don Cheadle;455.0;28328132.0;Action|Comedy|Crime|Drama;Salma Hayek;After the Sunset ;38298.0;9814.0;Chris Penn;2.0;diamond|fbi|fbi agent|island|thief;http://www.imdb.com/title/tt0367479/?ref_=fn_tt_tt_1;147.0;English;USA;PG-13;58000000.0;2004;3000.0;6.3;2.35;782.0;After the Sunset;2004;PG-13;12/11/2004;97 min;Action, Comedy, Crime;Brett Ratner;Paul Zbyszewski, Craig Rosenberg;Pierce Brosnan, Salma Hayek, Woody Harrelson;the story of what happens after a master thief achieves his last big score, when the f.b.i. agent who promised he'd capture him, is about to do just that.;English;United States;1 nomination total;https://m.media-amazon.com/images/M/MV5BYTNjNDk1MmEtMTBiZS00M2EwLTk4YTAtNDVhMjJkNDgxYzU2XkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '38/100'}];38.0;6.2;51145;tt0367479;movie;;28331233.0;;;True;;;;;
Color;Alejandro Amenábar;180.0;141.0;448.0;334.0;Ashraf Barhom;334.0;617840.0;Adventure|Drama|History|Romance;Max Minghella;Agora ;52496.0;1829.0;Rupert Evans;2.0;christian|love|philosophy|prefect|slave;http://www.imdb.com/title/tt1186830/?ref_=fn_tt_tt_1;172.0;English;Spain;R;70000000.0;2009;451.0;7.2;2.35;29000.0;Agora;2009;R;09/10/2009;127 min;Adventure, Biography, Drama;Alejandro Amenábar;Alejandro Amenábar, Mateo Gil;Rachel Weisz, Max Minghella, Oscar Isaac;a historical drama set in roman egypt, concerning a slave who turns to the rising tide of christianity in the hope of pursuing freedom while falling in love with his mistress, the philosophy and mathematics professor hypatia of al...;English;Spain, Malta, Bulgaria, United States;11 wins & 15 nominations total;https://m.media-amazon.com/images/M/MV5BMzFkMjcyMTMtYWNhYy00ZjY3LWFkZjEtMDk3NjUwNTgzYzUyXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '55/100'}];55.0;7.1;75451;tt1186830;movie;;619423.0;;;True;;;;;
Color;Wolfgang Petersen;142.0;124.0;249.0;936.0;Gary Oldman;936.0;172620724.0;Action|Adventure|Drama|Thriller;Harrison Ford;Air Force One ;146134.0;23603.0;Dean Stockwell;1.0;ex soldier|hijacker|hostage|president|terrorist;http://www.imdb.com/title/tt0118571/?ref_=fn_tt_tt_1;393.0;English;USA;R;85000000.0;1997;10000.0;6.4;2.35;0.0;Air Force One;1997;R;25/07/1997;124 min;Action, Crime, Drama;Wolfgang Petersen;Andrew W. Marlowe;Harrison Ford, Gary Oldman, Glenn Close;communist radicals led by ivan korshunov hijack air force one with us president james marshall and his family on board. vice president kathryn bennett negotiates from washington d.c., while marshall fights to rescue the hostages o...;English, Russian;United States;Nominated for 2 Oscars. 7 wins & 13 nominations total;https://m.media-amazon.com/images/M/MV5BOTVlYmFhZjktOTA2ZC00Y2YzLWFmNDMtZGU2YzBkNGZkODY4XkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '62/100'}];62.0;6.5;219324;tt0118571;movie;;172956409.0;;;True;;;;;
Color;Oliver Stone;248.0;206.0;0.0;591.0;Angelina Jolie Pitt;591.0;34293771.0;Action|Adventure|Biography|Drama|History|Romance|War;Anthony Hopkins;Alexander ;138863.0;24598.0;Brian Blessed;3.0;ancient greece|conquest|greek|greek myth|king;http://www.imdb.com/title/tt0346491/?ref_=fn_tt_tt_1;1390.0;English;Germany;R;155000000.0;2004;11000.0;5.5;2.35;0.0;Alexander;2004;R;24/11/2004;175 min;Action, Biography, Drama;Oliver Stone;Oliver Stone, Christopher Kyle, Laeta Kalogridis;Colin Farrell, Anthony Hopkins, Rosario Dawson;alexander, the king of macedonia and one of the greatest army leaders in the history of warfare, conquers much of the known world.;English;United States, United Kingdom, Germany, Netherlands, France, Italy, Morocco, Thailand;6 wins & 19 nominations total;https://m.media-amazon.com/images/M/MV5BMTA1NDQ3OTY2NDVeQTJeQWpwZ15BbWU3MDI5MDc0MzM@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '40/100'}];40.0;5.6;181115;tt0346491;movie;;34297191.0;;;True;;;;;
 Black and White;Michael Mann;174.0;165.0;0.0;780.0;Jada Pinkett Smith;780.0;58183966.0;Biography|Drama|Sport;Will Smith;Ali ;79186.0;14196.0;Joe Morton;1.0;african american protagonist|african americans|boxing gym|gym|rumble in the jungle;http://www.imdb.com/title/tt0248667/?ref_=fn_tt_tt_1;386.0;English;USA;R;107000000.0;2001;851.0;6.8;2.35;0.0;Ali;2001;R;25/12/2001;157 min;Biography, Drama, Sport;Michael Mann;Gregory Allen Howard, Stephen J. Rivele, Christopher Wilkinson;Will Smith, Jamie Foxx, Jon Voight;a biography of sports legend muhammad ali, focusing on his triumphs and controversies between 1964 and 1974.;English, French, Swahili;United States;Nominated for 2 Oscars. 10 wins & 27 nominations total;https://m.media-amazon.com/images/M/MV5BODVhNWUwMGItZTg1My00Njg1LTllMjctNzQzMjIzODUyZDhmXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '65/100'}];65.0;6.7;108321;tt0248667;movie;;58203105.0;;;True;;;;;
Color;Tim Burton;451.0;108.0;13000.0;11000.0;Alan Rickman;11000.0;334185206.0;Adventure|Family|Fantasy;Johnny Depp;Alice in Wonderland ;306320.0;79957.0;Anne Hathaway;0.0;alice in wonderland|mistaking reality for dream|queen|shrinking|shrinking potion;http://www.imdb.com/title/tt1014759/?ref_=fn_tt_tt_1;736.0;English;USA;PG;200000000.0;2010;25000.0;6.5;1.85;24000.0;Alice in Wonderland;2010;PG;05/03/2010;108 min;Adventure, Family, Fantasy;Tim Burton;Linda Woolverton, Lewis Carroll;Mia Wasikowska, Johnny Depp, Helena Bonham Carter;nineteen-year-old alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the red queen's reign of terror.;English;United States, Italy, Canada, Japan, United Kingdom;Won 2 Oscars. 35 wins & 65 nominations total;https://m.media-amazon.com/images/M/MV5BYjgxMTQ3NjMtOTI1Yy00Yzg4LWJlNWQtMjFkNjVlYjU0OWIyXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '53/100'}];53.0;6.4;460572;tt1014759;movie;;334191110.0;;;True;;;;;
Color;James Bobin;218.0;113.0;33.0;11000.0;Alan Rickman;11000.0;76846624.0;Adventure|Family|Fantasy;Johnny Depp;Alice Through the Looking Glass ;21352.0;80806.0;Anne Hathaway;1.0;clock|dark fantasy|mad hatter|queen|sequel;http://www.imdb.com/title/tt2567026/?ref_=fn_tt_tt_1;131.0;English;USA;PG;170000000.0;2016;25000.0;6.4;1.85;30000.0;Alice Through the Looking Glass;2016;PG;27/05/2016;113 min;Adventure, Family, Fantasy;James Bobin;Linda Woolverton, Lewis Carroll;Mia Wasikowska, Johnny Depp, Helena Bonham Carter;alice is appointed to save her beloved mad hatter from deadly grief by travelling back to the past, but this means fatally harming time himself, the noble clockwork man with the device needed to save the hatter's family from the r...;English;United States, Thailand, United Kingdom, India, Canada;4 wins & 20 nominations total;https://m.media-amazon.com/images/M/MV5BMTc2NjExMTIyN15BMl5BanBnXkFtZTgwMjg0OTIwODE@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '34/100'}];34.0;6.2;131108;tt2567026;movie;;77041381.0;;;True;;;;;
